study_uid,series_uid,source,dicom_dir,zarr_path,zarr_exists,dicom_exists,dicom_size_bytes
1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899,1.2.826.0.1.3680043.8.498.32777980175611390481454327384408215287,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899/1.2.826.0.1.3680043.8.498.32777980175611390481454327384408215287,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899/1.2.826.0.1.3680043.8.498.32777980175611390481454327384408215287.zarr,True,True,5156520
1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899,1.2.826.0.1.3680043.8.498.33329196772356826937296787326648963856,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899/1.2.826.0.1.3680043.8.498.33329196772356826937296787326648963856,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899/1.2.826.0.1.3680043.8.498.33329196772356826937296787326648963856.zarr,True,True,5775192
1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899,1.2.826.0.1.3680043.8.498.38309977987610271114638343915985175494,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899/1.2.826.0.1.3680043.8.498.38309977987610271114638343915985175494,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899/1.2.826.0.1.3680043.8.498.38309977987610271114638343915985175494.zarr,True,True,6187660
1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899,1.2.826.0.1.3680043.8.498.75961327942630926574585785321453192383,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899/1.2.826.0.1.3680043.8.498.75961327942630926574585785321453192383,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23686732555936573712275826587678502899/1.2.826.0.1.3680043.8.498.75961327942630926574585785321453192383.zarr,True,True,6187666
1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929,1.2.826.0.1.3680043.8.498.11124248686344041665830607150250842409,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.11124248686344041665830607150250842409,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.11124248686344041665830607150250842409.zarr,True,True,29544574
1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929,1.2.826.0.1.3680043.8.498.29733716378340779342861526015842498191,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.29733716378340779342861526015842498191,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.29733716378340779342861526015842498191.zarr,True,True,46133104
1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929,1.2.826.0.1.3680043.8.498.69707580524473147659410507032485990540,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.69707580524473147659410507032485990540,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.69707580524473147659410507032485990540.zarr,True,True,73786778
1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929,1.2.826.0.1.3680043.8.498.72244206582468511055201973555490859607,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.72244206582468511055201973555490859607,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.72244206582468511055201973555490859607.zarr,True,True,57855928
1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929,1.2.826.0.1.3680043.8.498.75896288115948989866006154303551576254,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.75896288115948989866006154303551576254,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23703817737293327679300330167234268929/1.2.826.0.1.3680043.8.498.75896288115948989866006154303551576254.zarr,True,True,236140432
1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061,1.2.826.0.1.3680043.8.498.13231620877753887462181456188782677855,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.13231620877753887462181456188782677855,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.13231620877753887462181456188782677855.zarr,True,True,11032800
1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061,1.2.826.0.1.3680043.8.498.68372221597166303712990944660788325991,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.68372221597166303712990944660788325991,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.68372221597166303712990944660788325991.zarr,True,True,11032832
1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061,1.2.826.0.1.3680043.8.498.69316538671700586797863994429414069013,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.69316538671700586797863994429414069013,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.69316538671700586797863994429414069013.zarr,True,True,15585372
1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061,1.2.826.0.1.3680043.8.498.82356735754230096167084355473307695695,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.82356735754230096167084355473307695695,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.82356735754230096167084355473307695695.zarr,True,True,9982006
1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061,1.2.826.0.1.3680043.8.498.87374717944355067239306326032174645442,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.87374717944355067239306326032174645442,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23713320796530316370039202981138376061/1.2.826.0.1.3680043.8.498.87374717944355067239306326032174645442.zarr,True,True,17180650
1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265,1.2.826.0.1.3680043.8.498.10817169823328511005253820519156142622,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.10817169823328511005253820519156142622,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.10817169823328511005253820519156142622.zarr,True,True,31186512
1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265,1.2.826.0.1.3680043.8.498.11092699578548198220102107123595596468,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.11092699578548198220102107123595596468,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.11092699578548198220102107123595596468.zarr,True,True,20780720
1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265,1.2.826.0.1.3680043.8.498.64601794975335613180813524146877269006,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.64601794975335613180813524146877269006,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.64601794975335613180813524146877269006.zarr,True,True,40159152
1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265,1.2.826.0.1.3680043.8.498.66451332882238713279048443464918006364,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.66451332882238713279048443464918006364,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.66451332882238713279048443464918006364.zarr,True,True,40158948
1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265,1.2.826.0.1.3680043.8.498.88214894297123788771912263709940547164,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.88214894297123788771912263709940547164,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23719982492392272262684855675016475265/1.2.826.0.1.3680043.8.498.88214894297123788771912263709940547164.zarr,True,True,20780600
1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088,1.2.826.0.1.3680043.8.498.10222138187662296716685243217835676138,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.10222138187662296716685243217835676138,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.10222138187662296716685243217835676138.zarr,True,True,8690008
1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088,1.2.826.0.1.3680043.8.498.10226041413486864691002886667352603128,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.10226041413486864691002886667352603128,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.10226041413486864691002886667352603128.zarr,True,True,9781248
1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088,1.2.826.0.1.3680043.8.498.12266955190856613377088470630621061324,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.12266955190856613377088470630621061324,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.12266955190856613377088470630621061324.zarr,True,True,6965626
1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088,1.2.826.0.1.3680043.8.498.42188426405570945267869255262009336931,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.42188426405570945267869255262009336931,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.42188426405570945267869255262009336931.zarr,True,True,9780986
1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088,1.2.826.0.1.3680043.8.498.79086950188930431222321456405843674815,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.79086950188930431222321456405843674815,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.79086950188930431222321456405843674815.zarr,True,True,9484716
1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088,1.2.826.0.1.3680043.8.498.89720130515207778822887718965902789826,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.89720130515207778822887718965902789826,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23733147518259581649562651915997449088/1.2.826.0.1.3680043.8.498.89720130515207778822887718965902789826.zarr,True,True,8600410
1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057,1.2.826.0.1.3680043.8.498.10104563271668494054247203100202540652,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057/1.2.826.0.1.3680043.8.498.10104563271668494054247203100202540652,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057/1.2.826.0.1.3680043.8.498.10104563271668494054247203100202540652.zarr,True,True,17062682
1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057,1.2.826.0.1.3680043.8.498.13892146040755469094852463275316237298,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057/1.2.826.0.1.3680043.8.498.13892146040755469094852463275316237298,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057/1.2.826.0.1.3680043.8.498.13892146040755469094852463275316237298.zarr,True,True,19938132
1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057,1.2.826.0.1.3680043.8.498.58645774884044070062120436089823556525,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057/1.2.826.0.1.3680043.8.498.58645774884044070062120436089823556525,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057/1.2.826.0.1.3680043.8.498.58645774884044070062120436089823556525.zarr,True,True,15790458
1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057,1.2.826.0.1.3680043.8.498.65085044117120766461723701836628859834,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057/1.2.826.0.1.3680043.8.498.65085044117120766461723701836628859834,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23757007145576852496599816072431075057/1.2.826.0.1.3680043.8.498.65085044117120766461723701836628859834.zarr,True,True,13824508
1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501,1.2.826.0.1.3680043.8.498.15380244927879894692543638461914823221,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.15380244927879894692543638461914823221,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.15380244927879894692543638461914823221.zarr,True,True,18402156
1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501,1.2.826.0.1.3680043.8.498.32094803877681859554780887271212683064,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.32094803877681859554780887271212683064,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.32094803877681859554780887271212683064.zarr,True,True,79747474
1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501,1.2.826.0.1.3680043.8.498.36706497608271950515608592380361786282,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.36706497608271950515608592380361786282,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.36706497608271950515608592380361786282.zarr,True,True,109129124
1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501,1.2.826.0.1.3680043.8.498.65400486778296548060136164010591707423,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.65400486778296548060136164010591707423,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.65400486778296548060136164010591707423.zarr,True,True,27340300
1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501,1.2.826.0.1.3680043.8.498.88910103466947298530714953911111920374,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.88910103466947298530714953911111920374,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23822313132245448173452915228147497501/1.2.826.0.1.3680043.8.498.88910103466947298530714953911111920374.zarr,True,True,19979328
1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210,1.2.826.0.1.3680043.8.498.11214114946358789493520068832453567580,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.11214114946358789493520068832453567580,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.11214114946358789493520068832453567580.zarr,True,True,236142762
1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210,1.2.826.0.1.3680043.8.498.11247052448044063118394861370173314336,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.11247052448044063118394861370173314336,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.11247052448044063118394861370173314336.zarr,True,True,70098058
1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210,1.2.826.0.1.3680043.8.498.11638044452207504541300864787718767327,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.11638044452207504541300864787718767327,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.11638044452207504541300864787718767327.zarr,True,True,41007602
1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210,1.2.826.0.1.3680043.8.498.58831835034125080065323823604480138601,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.58831835034125080065323823604480138601,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.58831835034125080065323823604480138601.zarr,True,True,51427880
1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210,1.2.826.0.1.3680043.8.498.76392502676362061372559739475165497986,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.76392502676362061372559739475165497986,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23833933822461809237193998300076847210/1.2.826.0.1.3680043.8.498.76392502676362061372559739475165497986.zarr,True,True,24620810
1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865,1.2.826.0.1.3680043.8.498.10307576786978928446860717171819607793,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.10307576786978928446860717171819607793,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.10307576786978928446860717171819607793.zarr,True,True,5037144
1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865,1.2.826.0.1.3680043.8.498.53233529898529188630786675221370102846,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.53233529898529188630786675221370102846,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.53233529898529188630786675221370102846.zarr,True,True,5302254
1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865,1.2.826.0.1.3680043.8.498.63102193243767382652350096289896364260,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.63102193243767382652350096289896364260,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.63102193243767382652350096289896364260.zarr,True,True,19978138
1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865,1.2.826.0.1.3680043.8.498.77874791346378819343113775945914406827,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.77874791346378819343113775945914406827,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.77874791346378819343113775945914406827.zarr,True,True,13670026
1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865,1.2.826.0.1.3680043.8.498.99848987582985764988986949684418713934,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.99848987582985764988986949684418713934,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23849672490426589132734390202638283865/1.2.826.0.1.3680043.8.498.99848987582985764988986949684418713934.zarr,True,True,3446832
1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704,1.2.826.0.1.3680043.8.498.40821791906363410032907688847821757086,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.40821791906363410032907688847821757086,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.40821791906363410032907688847821757086.zarr,True,True,13145300
1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704,1.2.826.0.1.3680043.8.498.48730816840403656075973607769697372467,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.48730816840403656075973607769697372467,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.48730816840403656075973607769697372467.zarr,True,True,19697278
1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704,1.2.826.0.1.3680043.8.498.56001389192194797851791908903108999877,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.56001389192194797851791908903108999877,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.56001389192194797851791908903108999877.zarr,True,True,152664488
1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704,1.2.826.0.1.3680043.8.498.73660640502280898255822238217879749471,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.73660640502280898255822238217879749471,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.73660640502280898255822238217879749471.zarr,True,True,15718394
1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704,1.2.826.0.1.3680043.8.498.91222498624167450283311349753037909282,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.91222498624167450283311349753037909282,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23911658810234305013984976739924353704/1.2.826.0.1.3680043.8.498.91222498624167450283311349753037909282.zarr,True,True,262646144
1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277,1.2.826.0.1.3680043.8.498.11675742812263873810174068316154454848,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.11675742812263873810174068316154454848,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.11675742812263873810174068316154454848.zarr,True,True,9465800
1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277,1.2.826.0.1.3680043.8.498.17779640430046740334312730451682461624,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.17779640430046740334312730451682461624,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.17779640430046740334312730451682461624.zarr,True,True,6747298
1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277,1.2.826.0.1.3680043.8.498.48980657576906720050085996149170059791,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.48980657576906720050085996149170059791,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.48980657576906720050085996149170059791.zarr,True,True,7075812
1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277,1.2.826.0.1.3680043.8.498.64377746410115163216126275635225648263,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.64377746410115163216126275635225648263,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.64377746410115163216126275635225648263.zarr,True,True,13146998
1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277,1.2.826.0.1.3680043.8.498.79284688860107320948570596736517603948,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.79284688860107320948570596736517603948,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23939313916974849526459717576344063277/1.2.826.0.1.3680043.8.498.79284688860107320948570596736517603948.zarr,True,True,11559598
1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366,1.2.826.0.1.3680043.8.498.13368753964728441036888769664567978232,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.13368753964728441036888769664567978232,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.13368753964728441036888769664567978232.zarr,True,True,43570590
1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366,1.2.826.0.1.3680043.8.498.38689627991957896357734981331362758500,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.38689627991957896357734981331362758500,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.38689627991957896357734981331362758500.zarr,True,True,262379952
1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366,1.2.826.0.1.3680043.8.498.72449199995920253342372245914209719760,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.72449199995920253342372245914209719760,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.72449199995920253342372245914209719760.zarr,True,True,54642076
1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366,1.2.826.0.1.3680043.8.498.89464265112945110647654933898968586691,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.89464265112945110647654933898968586691,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.89464265112945110647654933898968586691.zarr,True,True,62719152
1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366,1.2.826.0.1.3680043.8.498.98109019056441502541420084792910705229,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.98109019056441502541420084792910705229,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23956169649865635269920565218680494366/1.2.826.0.1.3680043.8.498.98109019056441502541420084792910705229.zarr,True,True,28724224
1.2.826.0.1.3680043.8.498.23986051274386630509877205174270047762,1.2.826.0.1.3680043.8.498.11889274897805361052463444823097842994,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.23986051274386630509877205174270047762/1.2.826.0.1.3680043.8.498.11889274897805361052463444823097842994,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.23986051274386630509877205174270047762/1.2.826.0.1.3680043.8.498.11889274897805361052463444823097842994.zarr,True,True,7408550
