study_uid,series_uid,status,reason,n_files,modality,sop_class,rows,columns,pixel_spacing,orientation,n_missing_ipp,n_missing_iop,n_orientation_groups,n_pixel_spacing_groups,n_duplicate_positions,median_spacing_mm,min_spacing_mm,max_spacing_mm,max_spacing_deviation_pct,instance_min,instance_max
1.2.826.0.1.3680043.8.498.54693572065777563403567480644050627025,1.2.826.0.1.3680043.8.498.20980790119730453601886401791128158588,VALID,,34,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.39062500,0.39062500","0.97835500,-0.20473100,-0.03010370,-0.01779880,0.06168090,-0.99793700",0,0,1,,0,3.299947,3.299849,3.300153,0.0062,1,34
1.2.826.0.1.3680043.8.498.54693572065777563403567480644050627025,1.2.826.0.1.3680043.8.498.82209736347144800723696939688424918814,VALID,,38,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.36458300,0.36458300","0.96550200,-0.25912600,-0.02567760,0.25893700,0.96583700,-0.01049910",0,0,1,,0,3.599984,3.599983,3.600084,0.0028,1,38
1.2.826.0.1.3680043.8.498.54699196872730350880681018674893216245,1.2.826.0.1.3680043.8.498.10596947625043094752083516324942002875,VALID,,48,MR,1.2.840.10008.5.1.4.1.1.4,672,672,"0.20362845,0.20362845","0.99254502,0.11407022,0.04292274,-0.11807838,0.98724855,0.10676042",0,0,1,,0,3.299999,3.299995,3.300003,0.0001,1,48
1.2.826.0.1.3680043.8.498.54699196872730350880681018674893216245,1.2.826.0.1.3680043.8.498.13049631940438706818080314721551552248,VALID,,34,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.99254503,0.11407020,0.04292273,0.03019722,0.11103277,-0.99335787",0,0,1,,0,3.300000,3.299999,3.300006,0.0002,1,34
1.2.826.0.1.3680043.8.498.54699196872730350880681018674893216245,1.2.826.0.1.3680043.8.498.44735312525062521498272305391321619586,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,720,720,"0.22556131,0.22556131","-0.11807837,0.99282198,0.01902685,0.03019722,0.02274214,-0.99928521",0,0,1,,0,3.300000,3.299992,3.300007,0.0002,1,29
1.2.826.0.1.3680043.8.498.54699196872730350880681018674893216245,1.2.826.0.1.3680043.8.498.78355229406720743461008964261130495198,VALID,,38,MR,1.2.840.10008.5.1.4.1.1.4,720,720,"0.20360932,0.20360932","0.99254503,0.11407020,0.04292273,0.03019722,0.11103277,-0.99335787",0,0,1,,0,3.300000,3.299999,3.300006,0.0002,1,38
1.2.826.0.1.3680043.8.498.54699196872730350880681018674893216245,1.2.826.0.1.3680043.8.498.85893952380944272627508776194716336520,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,400,400,"0.40000001,0.40000001","-0.11807837,0.99282198,0.01902685,0.03019722,0.02274214,-0.99928521",0,0,1,,0,3.300000,3.299992,3.300007,0.0002,1,29
1.2.826.0.1.3680043.8.498.54711709751232783991855540573189433446,1.2.826.0.1.3680043.8.498.12146231398560130992706445546918878790,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,348,"0.41666700,0.41666700","0.99452500,-0.10378300,-0.01221680,-0.01164710,0.00609440,-0.99991400",0,0,1,,0,3.299982,3.299951,3.300083,0.0031,1,32
1.2.826.0.1.3680043.8.498.54711709751232783991855540573189433446,1.2.826.0.1.3680043.8.498.12363892816962229043867070649283981364,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.11918500,0.99287200,-0.00000001,0.00131178,-0.00015748,-0.99999900",0,0,1,,0,3.300024,3.299527,3.300520,0.0150,1,33
1.2.826.0.1.3680043.8.498.54711709751232783991855540573189433446,1.2.826.0.1.3680043.8.498.43018747300328336415483209485280828167,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.99452500,-0.10378300,-0.01221680,-0.01164710,0.00609440,-0.99991400",0,0,1,,0,3.299982,3.299952,3.300081,0.0030,1,32
1.2.826.0.1.3680043.8.498.54711709751232783991855540573189433446,1.2.826.0.1.3680043.8.498.67034536979712006156021320554996610044,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.11918500,0.99287200,0.00000001,0.00131155,-0.00015743,-0.99999900",0,0,1,,0,3.300024,3.299527,3.300520,0.0150,1,33
1.2.826.0.1.3680043.8.498.54711709751232783991855540573189433446,1.2.826.0.1.3680043.8.498.79598023624632399966282352802122356137,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,320,300,"0.51250000,0.51250000","0.99562000,-0.09332000,0.00568737,0.09342070,0.99540100,-0.02121960",0,0,1,,0,3.299997,3.299967,3.300097,0.0030,1,36
1.2.826.0.1.3680043.8.498.54755249425443469939742671497042113665,1.2.826.0.1.3680043.8.498.10460750967890626240281590186349431211,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,400,400,"0.40000001,0.40000001","-0.04175669,0.99825405,0.04177587,-0.13831620,0.03563413,-0.98974686",0,0,1,,0,3.299999,3.299991,3.300006,0.0002,1,29
1.2.826.0.1.3680043.8.498.54755249425443469939742671497042113665,1.2.826.0.1.3680043.8.498.12377068076244001084971882161256618192,VALID,,44,MR,1.2.840.10008.5.1.4.1.1.4,432,432,"0.37037036,0.37037036","0.98950746,0.04710684,-0.13658673,-0.02679400,0.98878709,0.14690870",0,0,1,,0,3.300000,3.299997,3.300001,0.0001,1,44
1.2.826.0.1.3680043.8.498.54755249425443469939742671497042113665,1.2.826.0.1.3680043.8.498.12682586727961470619891373308709951143,VALID,,31,MR,1.2.840.10008.5.1.4.1.1.4,720,720,"0.22556131,0.22556131","-0.04175669,0.99825405,0.04177587,-0.13831620,0.03563413,-0.98974686",0,0,1,,0,3.299999,3.299991,3.300006,0.0002,1,31
1.2.826.0.1.3680043.8.498.54755249425443469939742671497042113665,1.2.826.0.1.3680043.8.498.59846291883505263555598454701461620766,VALID,,39,MR,1.2.840.10008.5.1.4.1.1.4,720,720,"0.20360932,0.20360932","0.98950746,0.04710684,-0.13658673,-0.14086520,0.10434999,-0.98451413",0,0,1,,0,3.300000,3.299997,3.300005,0.0001,1,39
1.2.826.0.1.3680043.8.498.54755249425443469939742671497042113665,1.2.826.0.1.3680043.8.498.70085851146317341897663866719726083043,VALID,,48,MR,1.2.840.10008.5.1.4.1.1.4,672,672,"0.20362845,0.20362845","0.98950746,0.04710684,-0.13658673,-0.03212453,0.99342439,0.10989080",0,0,1,,0,3.300000,3.299996,3.300005,0.0001,1,48
1.2.826.0.1.3680043.8.498.54755249425443469939742671497042113665,1.2.826.0.1.3680043.8.498.70802855449143406579267609180065185811,VALID,,42,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.98950746,0.04710684,-0.13658673,-0.14086520,0.10434999,-0.98451413",0,0,1,,0,3.300000,3.299997,3.300005,0.0001,1,42
1.2.826.0.1.3680043.8.498.54761306437713414745748829128854749469,1.2.826.0.1.3680043.8.498.10271572304980795272630404717704617248,VALID,,54,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","-0.11426000,0.99216000,0.05060000,-0.06208000,0.04370000,-0.99711000",0,0,1,,0,2.200001,2.199998,2.200009,0.0004,1,54
1.2.826.0.1.3680043.8.498.54761306437713414745748829128854749469,1.2.826.0.1.3680043.8.498.25567712402790581373941604555694116534,VALID,,37,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.15630000,0.15630000","0.99147000,-0.13028000,-0.00289000,0.00243000,0.04066000,-0.99917000",0,0,1,,0,3.299999,3.299997,3.300004,0.0002,1,37
1.2.826.0.1.3680043.8.498.54761306437713414745748829128854749469,1.2.826.0.1.3680043.8.498.78955468634322882016539358406025075068,VALID,,54,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.16600000,0.16600000","-0.11427000,0.99216000,0.05060000,-0.06209000,0.04370000,-0.99711000",0,0,1,,0,2.200002,2.199994,2.200002,0.0003,1,54
1.2.826.0.1.3680043.8.498.54761306437713414745748829128854749469,1.2.826.0.1.3680043.8.498.80529228095243449121410193639395379438,VALID,,37,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.99147000,-0.13028000,-0.00289000,0.00243000,0.04066000,-0.99917000",0,0,1,,0,3.299998,3.299994,3.300004,0.0002,1,37
1.2.826.0.1.3680043.8.498.54761306437713414745748829128854749469,1.2.826.0.1.3680043.8.498.89486915970888472635658689880556980067,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.98791000,-0.13223000,-0.08090000,0.13487000,0.99046000,0.02814000",0,0,1,,0,4.499998,4.499994,4.500002,0.0001,1,33
1.2.826.0.1.3680043.8.498.54792838438079861454532183998999249213,1.2.826.0.1.3680043.8.498.11905813808900947101963143027346158250,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,720,720,"0.22522520,0.22522520","-0.15515937,0.98747475,-0.02862136,0.11077105,-0.01139896,-0.99378058",0,0,1,,0,3.300002,3.299995,3.300011,0.0002,1,29
1.2.826.0.1.3680043.8.498.54792838438079861454532183998999249213,1.2.826.0.1.3680043.8.498.14703118547242381638987914333502227720,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,704,704,"0.22727273,0.22727273","0.98948543,0.09924463,0.10520974,0.08168809,0.21681471,-0.97278900",0,0,1,,0,3.300000,3.299999,3.300002,0.0001,1,30
1.2.826.0.1.3680043.8.498.54792838438079861454532183998999249213,1.2.826.0.1.3680043.8.498.18782906573642261919108446095183120743,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.98948543,0.09924463,0.10520974,0.08168809,0.21681471,-0.97278900",0,0,1,,0,3.300000,3.299999,3.300002,0.0001,1,30
1.2.826.0.1.3680043.8.498.54792838438079861454532183998999249213,1.2.826.0.1.3680043.8.498.53782289927457682890211035001030975281,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,400,400,"0.40000001,0.40000001","-0.15515937,0.98747475,-0.02862136,0.11077105,-0.01139896,-0.99378058",0,0,1,,0,3.300002,3.299995,3.300011,0.0002,1,29
1.2.826.0.1.3680043.8.498.54792838438079861454532183998999249213,1.2.826.0.1.3680043.8.498.78465813830107557645814965844975417325,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.25000000,0.25000000","0.98713586,0.09379715,0.12947929,-0.11935510,0.97115493,0.20642788",0,0,1,,0,3.300000,3.299999,3.300002,0.0001,1,32
1.2.826.0.1.3680043.8.498.54833384793167149128371137537527194757,1.2.826.0.1.3680043.8.498.11614547918629514567472569576401278917,VALID,,24,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.35160000,0.35160000","-0.15715063,0.98750919,-0.01137125,0.07217022,0.00000000,-0.99739236",0,0,1,,0,3.900000,3.899996,3.900005,0.0001,1,24
1.2.826.0.1.3680043.8.498.54833384793167149128371137537527194757,1.2.826.0.1.3680043.8.498.17334613890939171994206342725240057996,VALID,,24,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.28130000,0.28130000","-0.15715063,0.98750919,-0.01137125,0.07217022,0.00000000,-0.99739236",0,0,1,,0,3.900000,3.899996,3.900005,0.0001,1,24
1.2.826.0.1.3680043.8.498.54833384793167149128371137537527194757,1.2.826.0.1.3680043.8.498.33254794194802912277586997722240216263,VALID,,34,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.35160000,0.35160000","0.98693407,0.14717554,0.06557864,0.04689965,0.12697898,-0.99079603",0,0,1,,0,3.500000,3.499994,3.500006,0.0002,1,34
1.2.826.0.1.3680043.8.498.54833384793167149128371137537527194757,1.2.826.0.1.3680043.8.498.73925887062311070740758536123965441008,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","0.97756886,0.18533361,0.10005304,-0.18437046,0.98267567,-0.01887010",0,0,1,,0,4.400000,4.399999,4.400002,0.0001,1,30
1.2.826.0.1.3680043.8.498.54833384793167149128371137537527194757,1.2.826.0.1.3680043.8.498.96361693368014829043404445733500274724,VALID,,24,MR,1.2.840.10008.5.1.4.1.1.4,672,672,"0.26790000,0.26790000","-0.15715063,0.98750919,-0.01137125,0.07217022,0.00000000,-0.99739236",0,0,1,,0,3.900000,3.899996,3.900005,0.0001,1,24
1.2.826.0.1.3680043.8.498.54866613282412053616997257524944654864,1.2.826.0.1.3680043.8.498.11315571178408305775702216070139881476,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.42968800,0.42968800","0.99775500,0.06560110,-0.01344950,-0.01564280,0.03303490,-0.99933200",0,0,1,,0,3.300020,3.299855,3.300023,0.0050,1,36
1.2.826.0.1.3680043.8.498.54866613282412053616997257524944654864,1.2.826.0.1.3680043.8.498.32037089049210047467228732281741271034,VALID,,48,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.39062500,0.39062500","0.99957600,0.02911460,0.00000000,-0.02911460,0.99957600,0.00000000",0,0,1,,0,3.600000,3.599700,3.600020,0.0083,1,48
1.2.826.0.1.3680043.8.498.54866613282412053616997257524944654864,1.2.826.0.1.3680043.8.498.56348451488149421872579793160641955812,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,792,800,"0.23750000,0.23750000","-0.08294380,0.99655400,-0.00000002,-0.00660411,-0.00054968,-0.99997800",0,0,1,,0,3.299979,3.299470,3.300467,0.0154,1,30
1.2.826.0.1.3680043.8.498.54866613282412053616997257524944654864,1.2.826.0.1.3680043.8.498.89114959842603719507913617062220976584,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.16113300,0.16113300","0.99775600,0.06560050,-0.01343090,-0.01562410,0.03303610,-0.99933200",0,0,1,,0,3.149999,3.149504,3.150168,0.0157,1,36
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,1.2.826.0.1.3680043.8.498.11345399253439035137437756589936443385,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.39062500,0.39062500","0.98028639,-0.13110044,0.14782176,0.13720111,-0.08669367,-0.98674215",0,0,1,,0,3.300000,3.299998,3.300002,0.0001,1,30
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,1.2.826.0.1.3680043.8.498.18709751104038684569603044904800357655,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23437500,0.23437500","0.97293468,-0.15364522,0.17260145,0.16263886,0.98590878,-0.03914694",0,0,1,,0,4.550001,4.549997,4.550002,0.0001,1,30
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,1.2.826.0.1.3680043.8.498.57422781906807036056285204418650818704,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.46875000,0.46875000","0.98028639,-0.13110044,0.14782176,0.13720111,-0.08669367,-0.98674215",0,0,1,,0,3.300000,3.299998,3.300002,0.0001,1,30
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,1.2.826.0.1.3680043.8.498.71042574996097068332053264058857876735,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.39062500,0.39062500","0.29578379,0.95346770,-0.05840629,0.14901194,-0.10644714,-0.98308924",0,0,1,,0,2.999998,2.999998,3.000005,0.0002,1,35
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,1.2.826.0.1.3680043.8.498.80377175672460372451948006708970551356,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.23437500,0.23437500","0.29578380,0.95346770,-0.05840627,0.14901185,-0.10644709,-0.98308926",0,0,1,,0,2.999998,2.999998,3.000005,0.0002,1,35
1.2.826.0.1.3680043.8.498.55008913229055942530957507434366806883,1.2.826.0.1.3680043.8.498.53840302265354817745078417656999620036,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,320,300,"0.51250000,0.51250000","0.96866300,-0.24781400,-0.01674570,0.24795100,0.96875000,0.00661933",0,0,1,,0,3.300033,3.299933,3.300048,0.0030,1,36
1.2.826.0.1.3680043.8.498.55008913229055942530957507434366806883,1.2.826.0.1.3680043.8.498.59620363646858852621503690852998100728,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.26887400,0.96317500,0.00000003,-0.06433920,0.01796050,-0.99776600",0,0,1,,0,3.299936,3.299632,3.300600,0.0201,1,33
1.2.826.0.1.3680043.8.498.55008913229055942530957507434366806883,1.2.826.0.1.3680043.8.498.65338804688658931923600697615492278408,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.98068800,-0.19541400,-0.00802056,0.00071267,0.04457970,-0.99900600",0,0,1,,0,3.299985,3.299887,3.300185,0.0061,1,32
1.2.826.0.1.3680043.8.498.55008913229055942530957507434366806883,1.2.826.0.1.3680043.8.498.84981480307520126498685759066811425091,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,348,384,"0.41666700,0.41666700","0.98068800,-0.19541400,-0.00802056,0.00071267,0.04457970,-0.99900600",0,0,1,,0,3.299945,3.299887,3.300185,0.0072,1,32
1.2.826.0.1.3680043.8.498.55008913229055942530957507434366806883,1.2.826.0.1.3680043.8.498.98610684208637789220593581007706033851,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666700,0.41666700","0.26887400,0.96317500,-0.00000000,-0.06433900,0.01796040,-0.99776600",0,0,1,,0,3.299936,3.299632,3.300600,0.0201,1,33
1.2.826.0.1.3680043.8.498.55015061060346597564205577461227720715,1.2.826.0.1.3680043.8.498.11373042917592221482230445052927276953,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.39062500,0.39062500","0.22677033,0.97394826,-0.00000001,-0.05248527,0.01222046,-0.99854692",0,0,1,,0,3.509999,3.509998,3.510013,0.0004,1,30
1.2.826.0.1.3680043.8.498.55015061060346597564205577461227720715,1.2.826.0.1.3680043.8.498.11523411602471130069641631042839539054,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.98713613,-0.15988203,0.00000000,0.00167404,0.01033580,-0.99994518",0,0,1,,0,3.510000,3.509996,3.510003,0.0001,1,36
1.2.826.0.1.3680043.8.498.55015061060346597564205577461227720715,1.2.826.0.1.3680043.8.498.56863401778944282993895786660313756187,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.46875000,0.46875000","0.22677033,0.97394826,-0.00000001,-0.05248527,0.01222046,-0.99854692",0,0,1,,0,3.509999,3.509998,3.510013,0.0004,1,30
1.2.826.0.1.3680043.8.498.55015061060346597564205577461227720715,1.2.826.0.1.3680043.8.498.57779725329111778328641282188764111915,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.46875000,0.46875000","0.98977623,-0.14262894,0.00000000,0.14262894,0.98977623,0.00000000",0,0,1,,0,4.095000,4.094994,4.095005,0.0002,1,36
1.2.826.0.1.3680043.8.498.55015061060346597564205577461227720715,1.2.826.0.1.3680043.8.498.93703325713139288387018505394648459210,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.50000000,0.50000000","0.98713613,-0.15988203,0.00000000,0.00167404,0.01033580,-0.99994518",0,0,1,,0,3.510000,3.509996,3.510003,0.0001,1,36
1.2.826.0.1.3680043.8.498.55022631713888448062201243978634363406,1.2.826.0.1.3680043.8.498.10047519984694514846911312497416515211,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,256,256,"0.70312500,0.70312500","0.98938324,0.14391202,-0.02025192,-0.14257229,0.98815694,0.05673633",0,0,1,,0,4.520000,4.519997,4.520004,0.0001,1,30
1.2.826.0.1.3680043.8.498.55022631713888448062201243978634363406,1.2.826.0.1.3680043.8.498.16145768011031646130849076144471852866,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.56250000,0.56250000","0.99619620,0.08713853,-0.00000000,-0.00456013,0.05213292,-0.99862974",0,0,1,,0,3.600000,3.599998,3.600002,0.0001,1,30
1.2.826.0.1.3680043.8.498.55022631713888448062201243978634363406,1.2.826.0.1.3680043.8.498.68390584919630341246382655832014279440,VALID,,23,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.56250000,0.56250000","-0.07848737,0.99691511,0.00000000,-0.00086882,-0.00006840,-0.99999962",0,0,1,,0,4.800000,4.799996,4.800004,0.0001,1,23
1.2.826.0.1.3680043.8.498.55022631713888448062201243978634363406,1.2.826.0.1.3680043.8.498.88630720389848193582528157861324367746,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.56250000,0.56250000","0.99619620,0.08713853,-0.00000000,-0.00456013,0.05213292,-0.99862974",0,0,1,,0,3.600000,3.599998,3.600002,0.0001,1,30
1.2.826.0.1.3680043.8.498.55022631713888448062201243978634363406,1.2.826.0.1.3680043.8.498.95117958825463861185419087390259428134,VALID,,23,MR,1.2.840.10008.5.1.4.1.1.4,256,256,"0.70312500,0.70312500","-0.07848737,0.99691511,0.00000000,-0.00086882,-0.00006840,-0.99999962",0,0,1,,0,4.800000,4.799996,4.800004,0.0001,1,23
1.2.826.0.1.3680043.8.498.55061039227197546099231336400032878562,1.2.826.0.1.3680043.8.498.10225352256271214808803155037678634851,VALID,,40,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.54687500,0.54687500","0.99996506,0.00025609,-0.00835520,-0.00000000,0.99953062,0.03063567",0,0,1,,0,3.300000,3.299996,3.300004,0.0001,1,40
1.2.826.0.1.3680043.8.498.55061039227197546099231336400032878562,1.2.826.0.1.3680043.8.498.27880980106461599712562949123367235748,VALID,,31,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.56250000,0.56250000","0.22835083,0.97357891,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.599999,3.599999,3.600006,0.0002,1,31
1.2.826.0.1.3680043.8.498.55061039227197546099231336400032878562,1.2.826.0.1.3680043.8.498.52856295048809719172235083562905244238,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,448,448,"0.35714287,0.35714287","0.97357891,-0.22835083,0.00000000,-0.12100750,-0.51591822,-0.84804810",0,0,1,,0,3.600000,3.599998,3.600003,0.0001,1,25
1.2.826.0.1.3680043.8.498.55061039227197546099231336400032878562,1.2.826.0.1.3680043.8.498.54758900666407711156009895665073429788,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.53125000,0.53125000","0.98768834,-0.15643446,-0.00000000,0.01063994,0.06717796,-0.99768428",0,0,1,,0,3.300000,3.300000,3.300003,0.0001,1,35
1.2.826.0.1.3680043.8.498.55061039227197546099231336400032878562,1.2.826.0.1.3680043.8.498.67757443572175729313602937741720555825,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.53125000,0.53125000","0.98768834,-0.15643446,-0.00000000,0.01063994,0.06717796,-0.99768428",0,0,1,,0,3.300000,3.300000,3.300003,0.0001,1,35
1.2.826.0.1.3680043.8.498.55061039227197546099231336400032878562,1.2.826.0.1.3680043.8.498.85949270804303246471522267332321650533,VALID,,31,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.56250000,0.56250000","0.22835083,0.97357891,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.599999,3.599999,3.600006,0.0002,1,31
1.2.826.0.1.3680043.8.498.55065105486648830377200570585789726800,1.2.826.0.1.3680043.8.498.12440069810888022392085831969636049754,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,560,560,"0.30357143,0.30357143","0.99995822,0.00017635,0.00914039,-0.00017639,1.00000000,0.00000305",0,0,1,,0,4.399995,4.399995,4.400010,0.0003,1,30
1.2.826.0.1.3680043.8.498.55065105486648830377200570585789726800,1.2.826.0.1.3680043.8.498.24603382767187312184777903055916095392,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.12235934,0.99248362,-0.00211878,0.00894160,-0.00323710,-0.99995476",0,0,1,,0,3.300000,3.299999,3.300003,0.0001,1,35
1.2.826.0.1.3680043.8.498.55065105486648830377200570585789726800,1.2.826.0.1.3680043.8.498.73103007737120712299460485855931934859,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31449163,0.31449163","0.99298495,0.11787747,0.00926114,0.00895587,0.00311915,-0.99995506",0,0,1,,0,3.700001,3.699997,3.700002,0.0001,1,32
1.2.826.0.1.3680043.8.498.55065105486648830377200570585789726800,1.2.826.0.1.3680043.8.498.81346662939160329156906033503019675356,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.12235934,0.99248362,-0.00211878,0.00894160,-0.00323710,-0.99995476",0,0,1,,0,3.300000,3.299999,3.300003,0.0001,1,35
1.2.826.0.1.3680043.8.498.55067956175569778132589128971795053431,1.2.826.0.1.3680043.8.498.33677896741101254991739815591770060829,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,800,800,"0.21250000,0.21250000","-0.09077590,0.99587100,0.00000001,-0.09196570,-0.00838287,-0.99572700",0,0,1,,0,3.299966,3.299569,3.300660,0.0210,1,33
1.2.826.0.1.3680043.8.498.55067956175569778132589128971795053431,1.2.826.0.1.3680043.8.498.34713506740349916578131376425477604384,VALID,,42,MR,1.2.840.10008.5.1.4.1.1.4,960,960,"0.15620000,0.15620000","0.98505200,-0.12173800,-0.12187000,0.12269500,0.99244400,0.00034938",0,0,1,,0,3.300007,3.299595,3.300305,0.0125,1,42
1.2.826.0.1.3680043.8.498.55067956175569778132589128971795053431,1.2.826.0.1.3680043.8.498.53644928740766390325048060808891504977,VALID,,31,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.26560000,0.26560000","0.98611100,-0.14595200,-0.07926820,-0.06907420,0.07364230,-0.99489000",0,0,1,,0,3.299967,3.299375,3.300450,0.0179,1,31
1.2.826.0.1.3680043.8.498.55067956175569778132589128971795053431,1.2.826.0.1.3680043.8.498.78083328256136004172878020588186879012,VALID,,176,MR,1.2.840.10008.5.1.4.1.1.4,640,1280,"0.25000000,0.25000000","0.98504300,-0.12181500,-0.12187000,0.12277100,0.99243500,0.00033994",0,0,1,,0,0.600025,0.599529,0.600521,0.0827,1,176
1.2.826.0.1.3680043.8.498.55067956175569778132589128971795053431,1.2.826.0.1.3680043.8.498.91768480914830996184247683674201344883,VALID,,33,MR,1.2.840.10008.5.1.4.1.1.4,896,896,"0.18970000,0.18970000","-0.09077590,0.99587100,0.00000001,-0.09196570,-0.00838287,-0.99572700",0,0,1,,0,3.299969,3.299669,3.300568,0.0181,1,33
1.2.826.0.1.3680043.8.498.55105303802677863700162285680213496441,1.2.826.0.1.3680043.8.498.12294777983211804487691656639447315572,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.26562500,0.26562500","-0.03100806,0.99951911,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.300003,3.299988,3.300003,0.0005,1,30
1.2.826.0.1.3680043.8.498.55105303802677863700162285680213496441,1.2.826.0.1.3680043.8.498.24228510895138933588636920774316690076,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,560,560,"0.30357143,0.30357143","-0.03100806,0.99951911,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.300003,3.299988,3.300003,0.0005,1,30
1.2.826.0.1.3680043.8.498.55105303802677863700162285680213496441,1.2.826.0.1.3680043.8.498.36739170534252006647987034699328018511,VALID,,40,MR,1.2.840.10008.5.1.4.1.1.4,528,528,"0.30696535,0.30696535","0.98247808,-0.18637817,0.00000000,0.18637817,0.98247808,0.00000000",0,0,1,,0,3.299999,3.299999,3.300003,0.0001,1,40
